"","CourseTitle","Term","Faculty","CourseSection","Phase","Area","Campus","Meeting Pattern","Bids","Closing Cost","Seats Available","Total seats","Enrolled","Program","WaitList","OpenSeats","Class","InstructorOverall","Learning","Difficulty","Global","Examples","Workload","Total Responses","Number of enrollees","year","quarter","phase","course","credit","eff"
"1304","Thought Leadership Seminar","Winter 2016","Matsa, David","FINC-484-5 (62)","Winter 2016 Bidding Phase II","FINC","Evanston","Tue/Fri 1:30 PM - 3:00 PM",3,0,9,20,5,"Full-Time",0,4,5.8,6,5.4,5.7,5.6,5.9,2.6,9,10,2016,"Winter","II","FINC-484",0.5,0
"1305","Micro-finance and Financial Inclusion","Winter 2016","Christensen, Paul","FINC-937-0 (81)","Winter 2016 Bidding Phase I","FINC","Evanston","Mon 6:30 PM - 9:30 PM",17,0,54,55,17,"Full-Time",0,37,5,5.5,5,4.8,5.8,5.3,2.3,20,21,2016,"Winter","I","FINC-937",1,0
"1306","Micro-finance and Financial Inclusion","Winter 2016","Christensen, Paul","FINC-937-0 (81)","Winter 2016 Bidding Phase II","FINC","Evanston","Mon 6:30 PM - 9:30 PM",5,0,37,55,5,"Full-Time",0,32,5,5.5,5,4.8,5.8,5.3,2.3,20,21,2016,"Winter","II","FINC-937",1,0
"1307","Financial Modeling for Leveraged Buyout Transactions","Winter 2016","Saraiya, Chirag","FINC-940-5 (30)","Winter 2016 Bid to Waitlist","FINC","Chicago","Mon 6:00 PM - 9:00 PM",0,0,0,10,0,"Full-Time",1,0,5.6,5.8,5.6,5.4,5.2,5.4,3.2,27,31,2016,"Winter","","FINC-940",0.5,0
"1308","Impact Investing and Sustainable Finance","Winter 2016","Chen, David","FINC-946-0 (81)","Winter 2016 Bidding Phase II","FINC","Evanston","Tue 6:30 PM - 9:30 PM",0,0,0,10,0,"Evening",0,0,4.4,4.7,4.7,4.7,4.7,5,3,27,29,2016,"Winter","II","FINC-946",1,0
"1309","Empirical Methods in Finance","Winter 2016","Unknown","FINC-970-0 (X81)","Winter 2016 Bidding Phase I","FINC","Evanston",NA,2,0,10,10,2,"Evening",0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Winter","I","FINC-970",1,NA
"1310","Finance I","Winter 2016","Weller, Brian","FINC-430-0 (61)","Winter 2016 Bidding Phase I","FINC","Evanston","Mon/Thu 8:30 AM - 10:00 AM",4,0,65,65,4,"Full-Time",0,61,4.6,4.4,5.1,4.7,4.5,4.9,3.1,22,24,2016,"Winter","I","FINC-430",1,0
"1311","Finance I","Winter 2016","Weller, Brian","FINC-430-0 (61)","Winter 2016 Bidding Phase II","FINC","Evanston","Mon/Thu 8:30 AM - 10:00 AM",9,0,61,65,9,"Full-Time",0,52,4.6,4.4,5.1,4.7,4.5,4.9,3.1,22,24,2016,"Winter","II","FINC-430",1,0
"1312","Finance I","Winter 2016","Weller, Brian","FINC-430-0 (62)","Winter 2016 Bidding Phase I","FINC","Evanston","Mon/Thu 10:30 AM - 12:00 PM",6,0,65,65,6,"Full-Time",0,59,4.3,4.3,4.9,4.9,4.6,4.8,3.2,46,49,2016,"Winter","I","FINC-430",1,0
"1313","Finance I","Winter 2016","Weller, Brian","FINC-430-0 (62)","Winter 2016 Bidding Phase II","FINC","Evanston","Mon/Thu 10:30 AM - 12:00 PM",24,0,59,65,24,"Full-Time",0,35,4.3,4.3,4.9,4.9,4.6,4.8,3.2,46,49,2016,"Winter","II","FINC-430",1,0
"1314","Finance I","Winter 2016","Braun, Phillip","FINC-430-0 (64)","Winter 2016 Bid to Waitlist","FINC","Evanston","Tue/Fri 10:30 AM - 12:00 PM",0,0,0,65,0,"Full-Time",2,0,5.1,5.3,5.5,5.3,4.6,5.1,2.9,57,65,2016,"Winter","","FINC-430",1,0
"1315","Money Markets and the Fed","Winter 2016","Marshall, David","FINC-451-0 (30)","Winter 2016 Bidding Phase II","FINC","Chicago","Mon 6:00 PM - 9:00 PM",0,0,0,40,0,"Evening",0,0,4.9,5,5.2,5.3,5.4,5.7,3.1,34,54,2016,"Winter","II","FINC-451",1,0
"1316","Derivative Markets I","Winter 2016","Skiadas, Constantinos","FINC-465-0 (71)","Winter 2016 Bidding Phase I","FINC","Chicago","Tue 6:00 PM - 9:00 PM",29,0,65,65,29,"Evening",0,36,5,5.3,5.1,5.6,5.1,5.1,3.5,17,21,2016,"Winter","I","FINC-465",1,0
"1317","Derivative Markets I","Winter 2016","Skiadas, Constantinos","FINC-465-0 (71)","Winter 2016 Bidding Phase II","FINC","Chicago","Tue 6:00 PM - 9:00 PM",6,0,41,65,6,"Evening",0,35,5,5.3,5.1,5.6,5.1,5.1,3.5,17,21,2016,"Winter","II","FINC-465",1,0
"1318","Derivative Markets II","Winter 2016","McDonald, Robert","FINC-467-0 (81)","Winter 2016 Bidding Phase I","FINC","Evanston","Thu 6:30 PM - 9:30 PM",1,0,10,10,1,"Evening",0,9,5.7,6,5.7,5.9,5.9,6,3.1,7,8,2016,"Winter","I","FINC-467",1,0
"1319","Derivative Markets II","Winter 2016","McDonald, Robert","FINC-467-0 (81)","Winter 2016 Bidding Phase II","FINC","Evanston","Thu 6:30 PM - 9:30 PM",0,0,9,10,0,"Evening",0,9,5.7,6,5.7,5.9,5.9,6,3.1,7,8,2016,"Winter","II","FINC-467",1,0
"1320","Micro-finance and Financial Inclusion","Winter 2016","Christensen, Paul","FINC-937-0 (81)","Winter 2016 Bidding Phase I","FINC","Evanston","Mon 6:30 PM - 9:30 PM",5,0,10,10,5,"Evening",0,5,5,5.5,5,4.8,5.8,5.3,2.3,20,21,2016,"Winter","I","FINC-937",1,0
"1321","Micro-finance and Financial Inclusion","Winter 2016","Christensen, Paul","FINC-937-0 (81)","Winter 2016 Bidding Phase II","FINC","Evanston","Mon 6:30 PM - 9:30 PM",2,0,5,10,2,"Evening",0,3,5,5.5,5,4.8,5.8,5.3,2.3,20,21,2016,"Winter","II","FINC-937",1,0
"1322","Financial Modeling for Leveraged Buyout Transactions","Winter 2016","Saraiya, Chirag","FINC-940-5 (30)","Winter 2016 Bid to Waitlist","FINC","Chicago","Mon 6:00 PM - 9:00 PM",0,0,8,30,0,"Evening",0,8,5.6,5.8,5.6,5.4,5.2,5.4,3.2,27,31,2016,"Winter","","FINC-940",0.5,0
"1323","Financial Modeling for Leveraged Buyout Transactions","Winter 2016","Saraiya, Chirag","FINC-940-5 (30)","Winter 2016 Bidding Phase I","FINC","Chicago","Mon 6:00 PM - 9:00 PM",21,0,30,30,21,"Evening",0,9,5.6,5.8,5.6,5.4,5.2,5.4,3.2,27,31,2016,"Winter","I","FINC-940",0.5,0
"1324","Financial Modeling for Leveraged Buyout Transactions","Winter 2016","Saraiya, Chirag","FINC-940-5 (30)","Winter 2016 Bidding Phase II","FINC","Chicago","Mon 6:00 PM - 9:00 PM",3,0,10,30,3,"Evening",0,7,5.6,5.8,5.6,5.4,5.2,5.4,3.2,27,31,2016,"Winter","II","FINC-940",0.5,0
"1325","Global Entrepreneurial Finance","Winter 2016","Liberti, Jose Maria","FINC-945-0 (81)","Winter 2016 Bid to Waitlist","FINC","Evanston","Tue 6:30 PM - 9:30 PM",0,0,0,10,0,"Evening",0,0,5.8,5.9,6,6,6,6,5.8,39,42,2016,"Winter","","FINC-945",1,0
"1326","Global Entrepreneurial Finance","Winter 2016","Liberti, Jose Maria","FINC-945-0 (81)","Winter 2016 Bidding Phase I","FINC","Evanston","Tue 6:30 PM - 9:30 PM",8,0,10,10,8,"Evening",0,2,5.8,5.9,6,6,6,6,5.8,39,42,2016,"Winter","I","FINC-945",1,0
"1327","Business Law for Entrepreneurs","Winter 2016","Bradley, Craig","BLAW-911-5 (80)","Winter 2016 Bid to Waitlist","BLAW","Evanston","Thu 6:30 PM - 9:30 PM",0,0,10,10,0,"Weekend",0,10,4.8,5,5.2,4.9,4.7,5.3,1.9,9,49,2016,"Winter","","BLAW-911",0.5,0
"1328","Business Law for Entrepreneurs","Winter 2016","Bradley, Craig","BLAW-911-5 (80)","Winter 2016 Bidding Phase I","BLAW","Evanston","Thu 6:30 PM - 9:30 PM",0,0,10,10,0,"Weekend",0,10,4.8,5,5.2,4.9,4.7,5.3,1.9,9,49,2016,"Winter","I","BLAW-911",0.5,0
"1329","Business Law for Entrepreneurs","Winter 2016","Bradley, Craig","BLAW-911-5 (80)","Winter 2016 Bidding Phase II","BLAW","Evanston","Thu 6:30 PM - 9:30 PM",0,0,10,10,0,"Weekend",0,10,4.8,5,5.2,4.9,4.7,5.3,1.9,9,49,2016,"Winter","II","BLAW-911",0.5,0
"1330","Business Analytics I","Winter 2016","Gradwohl, Ronen","DECS-430-5 (71)","Winter 2016 Bidding Phase I","DECS","Chicago","Tue 6:00 PM - 9:00 PM",26,0,65,65,26,"Evening",0,39,4.8,5.3,4.9,4.9,4.5,5.2,2.4,24,26,2016,"Winter","I","DECS-430",0.5,0
"1331","Business Analytics I","Winter 2016","Gradwohl, Ronen","DECS-430-5 (72)","Winter 2016 Bidding Phase I","DECS","Chicago","Thu 6:00 PM - 9:00 PM",9,0,65,65,9,"Evening",0,56,4.8,4.9,5.2,5.2,5,5.2,2.7,9,11,2016,"Winter","I","DECS-430",0.5,0
"1332","Business Analytics II","Winter 2016","Bianchi, Nicola","DECS-431-0 (71)","Winter 2016 Bidding Phase I","DECS","Chicago","Mon 6:00 PM - 9:00 PM",49,0,65,65,49,"Evening",0,16,5.2,5.7,5.4,5.6,4.9,5.2,3.3,46,47,2016,"Winter","I","DECS-431",1,0
"1333","Business Analytics II","Winter 2016","Bianchi, Nicola","DECS-431-0 (71)","Winter 2016 Bidding Phase II","DECS","Chicago","Mon 6:00 PM - 9:00 PM",2,0,17,65,2,"Evening",0,15,5.2,5.7,5.4,5.6,4.9,5.2,3.3,46,47,2016,"Winter","II","DECS-431",1,0
"1334","Business Analytics II","Winter 2016","Maruster, Sorin","DECS-431-0 (76)","Winter 2016 Bidding Phase I","DECS","Chicago","Sat 1:30 PM - 4:30 PM",2,0,65,65,2,"Weekend",0,63,5,5.5,5.3,5.3,4.9,5.4,2.9,24,40,2016,"Winter","I","DECS-431",1,0
"1335","Finance II","Winter 2016","Frydman, Carola","FINC-431-0 (71)","Winter 2016 Bidding Phase I","FINC","Chicago","Wed 6:00 PM - 9:00 PM",33,0,50,50,33,"Evening",0,17,4,4.3,5,5.2,4.6,4.9,4.3,28,31,2016,"Winter","I","FINC-431",1,0
"1336","Finance II","Winter 2016","Frydman, Carola","FINC-431-0 (71)","Winter 2016 Bidding Phase II","FINC","Chicago","Wed 6:00 PM - 9:00 PM",5,0,22,50,5,"Evening",0,17,4,4.3,5,5.2,4.6,4.9,4.3,28,31,2016,"Winter","II","FINC-431",1,0
"1337","Value Investing","Winter 2016","Jagannathan, Ravi","FINC-444-0 (81)","Winter 2016 Bidding Phase I","FINC","Evanston","Thu 6:30 PM - 9:30 PM",5,0,10,10,5,"Evening",0,5,3.5,3.1,4.2,3.7,4.4,4.4,2.9,10,18,2016,"Winter","I","FINC-444",1,0
"1338","Value Investing","Winter 2016","Jagannathan, Ravi","FINC-444-0 (81)","Winter 2016 Bidding Phase II","FINC","Evanston","Thu 6:30 PM - 9:30 PM",1,0,6,10,1,"Evening",0,5,3.5,3.1,4.2,3.7,4.4,4.4,2.9,10,18,2016,"Winter","II","FINC-444",1,0
"1339","Financial Strategy and Tax","Winter 2016","Petersen, Mitchell","FINC-447-0 (81)","Winter 2016 Bidding Phase I","FINC","Evanston","Mon 6:30 PM - 9:30 PM",3,0,10,10,3,"Evening",0,7,4.9,5.7,5.3,5.7,5.2,5.6,3.7,20,20,2016,"Winter","I","FINC-447",1,0
"1340","Financial Strategy and Tax","Winter 2016","Petersen, Mitchell","FINC-447-0 (81)","Winter 2016 Bidding Phase II","FINC","Evanston","Mon 6:30 PM - 9:30 PM",1,0,7,10,1,"Evening",0,6,4.9,5.7,5.3,5.7,5.2,5.6,3.7,20,20,2016,"Winter","II","FINC-447",1,0
"1341","Mergers and Acquisitions, LBOs and Corporate Restructuring","Winter 2016","Liberti, Jose Maria","FINC-448-0 (81)","Winter 2016 Bid to Waitlist","FINC","Evanston","Wed 6:30 PM - 9:30 PM",0,0,5,10,0,"Evening",0,5,5.8,6,5.9,5.9,5.6,6,5.9,34,38,2016,"Winter","","FINC-448",1,0
"1342","Mergers and Acquisitions, LBOs and Corporate Restructuring","Winter 2016","Liberti, Jose Maria","FINC-448-0 (81)","Winter 2016 Bidding Phase I","FINC","Evanston","Wed 6:30 PM - 9:30 PM",7,0,10,10,7,"Evening",0,3,5.8,6,5.9,5.9,5.6,6,5.9,34,38,2016,"Winter","I","FINC-448",1,0
"1343","Money Markets and the Fed","Winter 2016","Marshall, David","FINC-451-0 (30)","Winter 2016 Bid to Waitlist","FINC","Chicago","Mon 6:00 PM - 9:00 PM",0,0,0,40,0,"Evening",3,0,4.9,5,5.2,5.3,5.4,5.7,3.1,34,54,2016,"Winter","","FINC-451",1,0
"1344","Personal Leadership Insights","Winter 2016","Ellington Booth, Brenda","KACI-461-5 (61)","Winter 2016 Bidding Phase I","KACI","Evanston","Mon 10:10 AM - 12:00 PM",5,0,10,10,5,"Full-Time",0,5,4.7,4.6,4.8,5.2,4.3,4.6,2.4,9,10,2016,"Winter","I","KACI-461",0.5,0
"1345","Leader as Coach","Winter 2016","Ellington Booth, Brenda","KACI-462-0 (61)","Winter 2016 Bidding Phase I","KACI","Evanston","Tue/Fri 10:30 AM - 12:00 PM",22,0,33,36,22,"Full-Time",0,11,5.4,5.4,5.7,5.3,4.3,4.9,2.7,27,35,2016,"Winter","I","KACI-462",1,0
"1346","Personal Leadership Insights","Winter 2016","Carroll, Shana","KACI-461-5 (63)","Winter 2016 Bidding Phase II","KACI","Evanston","Tue 3:10 PM - 5:00 PM",0,0,1,10,0,"Full-Time",0,1,5.8,5.7,5.9,5.6,5.7,5.8,2.4,9,10,2016,"Winter","II","KACI-461",0.5,0
"1347","Perspectives on Leadership","Winter 2016","Hughes, Edward","KACI-467-0 (70)","Winter 2016 Bidding Phase I","KACI","Chicago","Tue 6:00 PM - 9:00 PM",2,0,5,5,2,"Weekend",0,3,5.5,5.6,5.5,5.3,4.4,5.6,2.7,38,45,2016,"Winter","I","KACI-467",1,0
"1348","Perspectives on Leadership","Winter 2016","Hughes, Edward","KACI-467-0 (70)","Winter 2016 Bidding Phase II","KACI","Chicago","Tue 6:00 PM - 9:00 PM",1,0,3,5,1,"Weekend",0,2,5.5,5.6,5.5,5.3,4.4,5.6,2.7,38,45,2016,"Winter","II","KACI-467",1,0
"1349","Entrepreneurship Through Acquisition","Winter 2016","Schneider, Alexander","KIEI-905-5 (81)","Winter 2016 Bid to Waitlist","KIEI","Evanston","Wed 6:30 PM - 9:30 PM",0,0,0,10,0,"Evening",0,0,4.3,4,4.7,4.5,3.3,5,2.9,34,52,2016,"Winter","","KIEI-905",0.5,0
"1350","Medical Technology Financing and Commercialization","Winter 2016","Arnold, Katie","KIEI-911-0 (80)","Winter 2016 Bid to Waitlist","KIEI","Evanston","Fri 1:30 PM - 4:30 PM",0,0,4,5,0,"Evening",0,4,4.8,4.9,5.1,4.9,4.8,5.4,3.5,18,19,2016,"Winter","","KIEI-911",1,0
"1351","Medical Technology Financing and Commercialization","Winter 2016","Arnold, Katie","KIEI-911-0 (80)","Winter 2016 Bidding Phase I","KIEI","Evanston","Fri 1:30 PM - 4:30 PM",1,0,5,5,1,"Evening",0,4,4.8,4.9,5.1,4.9,4.8,5.4,3.5,18,19,2016,"Winter","I","KIEI-911",1,0
"1352","Medical Technology Financing and Commercialization","Winter 2016","Arnold, Katie","KIEI-911-0 (80)","Winter 2016 Bidding Phase II","KIEI","Evanston","Fri 1:30 PM - 4:30 PM",0,0,4,5,0,"Evening",0,4,4.8,4.9,5.1,4.9,4.8,5.4,3.5,18,19,2016,"Winter","II","KIEI-911",1,0
"1353","Introduction to Software Development","Winter 2016","Cohen, Jeffrey","KIEI-924-5 (70)","Winter 2016 Bid to Waitlist","KIEI","Chicago","Wed 6:00 PM - 9:00 PM",0,0,1,50,0,"Evening",0,1,5.6,5.7,5.5,5.6,4.9,5.1,3.1,42,48,2016,"Winter","","KIEI-924",0.5,0
"1354","Global Initiatives in Management (GIM)","Winter 2016","Brick, Stephen","INTL-473-0 (80)","Winter 2016 Bidding Phase I","INTL","Evanston","Fri 1:30 PM - 4:30 PM",1,0,5,5,1,"Weekend",0,4,4,4.4,4.6,4.4,5.6,5.4,2.6,5,9,2016,"Winter","I","INTL-473",1,0
"1355","Global Initiatives in Management (GIM)","Winter 2016","Brick, Stephen","INTL-473-0 (80)","Winter 2016 Bidding Phase II","INTL","Evanston","Fri 1:30 PM - 4:30 PM",0,0,5,5,0,"Weekend",0,5,4,4.4,4.6,4.4,5.6,5.4,2.6,5,9,2016,"Winter","II","INTL-473",1,0
"1356","Global Initiatives in Management (GIM)","Winter 2016","Ramesh, Sampath","INTL-473-0 (81)","Winter 2016 Bidding Phase I","INTL","Evanston","Mon 6:30 PM - 9:30 PM",0,0,2,2,0,"Weekend",0,2,5.1,5.4,5,4.5,5.6,5.2,3.1,11,11,2016,"Winter","I","INTL-473",1,0
"1357","Global Initiatives in Management (GIM)","Winter 2016","Ramesh, Sampath","INTL-473-0 (81)","Winter 2016 Bidding Phase II","INTL","Evanston","Mon 6:30 PM - 9:30 PM",0,0,2,2,0,"Weekend",0,2,5.1,5.4,5,4.5,5.6,5.2,3.1,11,11,2016,"Winter","II","INTL-473",1,0
"1358","Global Initiatives in Management (GIM)","Winter 2016","Ma, Damien","INTL-473-0 (82)","Winter 2016 Bidding Phase I","INTL","Evanston","Tue 6:30 PM - 9:30 PM",0,0,2,2,0,"Weekend",0,2,5.1,5.4,5.1,4.4,5.8,5.6,2.3,31,33,2016,"Winter","I","INTL-473",1,0
"1359","Global Initiatives in Management (GIM)","Winter 2016","Ma, Damien","INTL-473-0 (82)","Winter 2016 Bidding Phase II","INTL","Evanston","Tue 6:30 PM - 9:30 PM",0,0,2,2,0,"Weekend",0,2,5.1,5.4,5.1,4.4,5.8,5.6,2.3,31,33,2016,"Winter","II","INTL-473",1,0
"1360","Global Initiatives in Management (GIM)","Winter 2016","Merkley, Greg","INTL-473-0 (83)","Winter 2016 Bidding Phase I","INTL","Evanston","Wed 6:30 PM - 9:30 PM",0,0,2,2,0,"Weekend",0,2,4.3,4.5,4.4,4.3,5.8,4.9,2.4,16,17,2016,"Winter","I","INTL-473",1,0
"1361","Global Initiatives in Management (GIM)","Winter 2016","Merkley, Greg","INTL-473-0 (83)","Winter 2016 Bidding Phase II","INTL","Evanston","Wed 6:30 PM - 9:30 PM",0,0,2,2,0,"Weekend",0,2,4.3,4.5,4.4,4.3,5.8,4.9,2.4,16,17,2016,"Winter","II","INTL-473",1,0
"1362","Global Initiatives in Management (GIM)","Winter 2016","Lansberg-Rodriguez, Daniel","INTL-473-0 (84)","Winter 2016 Bid to Waitlist","INTL","Evanston","Thu 6:30 PM - 9:30 PM",0,0,1,2,0,"Weekend",0,1,4.6,5.5,4.3,4.5,5.8,5.1,2.7,11,28,2016,"Winter","","INTL-473",1,0
"1363","Global Initiatives in Management (GIM)","Winter 2016","Lansberg-Rodriguez, Daniel","INTL-473-0 (84)","Winter 2016 Bidding Phase I","INTL","Evanston","Thu 6:30 PM - 9:30 PM",1,0,2,2,1,"Weekend",0,1,4.6,5.5,4.3,4.5,5.8,5.1,2.7,11,28,2016,"Winter","I","INTL-473",1,0
"1364","Global Initiatives in Management (GIM)","Winter 2016","Lansberg-Rodriguez, Daniel","INTL-473-0 (84)","Winter 2016 Bidding Phase II","INTL","Evanston","Thu 6:30 PM - 9:30 PM",0,0,1,2,0,"Weekend",0,1,4.6,5.5,4.3,4.5,5.8,5.1,2.7,11,28,2016,"Winter","II","INTL-473",1,0
"1365","Global Initiatives in Management (GIM)","Winter 2016","Seitz, Tasha","INTL-473-0 (89)","Winter 2016 Bid to Waitlist","INTL","Evanston","Non-Standard Meetings",0,0,1,2,0,"Weekend",0,1,4.7,4.6,4.7,4.9,5.7,5.1,2.7,21,23,2016,"Winter","","INTL-473",1,0
"1366","Global Initiatives in Management (GIM)","Winter 2016","Seitz, Tasha","INTL-473-0 (89)","Winter 2016 Bidding Phase I","INTL","Evanston","Non-Standard Meetings",1,0,2,2,1,"Weekend",0,1,4.7,4.6,4.7,4.9,5.7,5.1,2.7,21,23,2016,"Winter","I","INTL-473",1,0
"1367","Perspectives on Leadership","Winter 2016","Hughes, Edward","KACI-467-0 (70)","Winter 2016 Bidding Phase II","KACI","Chicago","Tue 6:00 PM - 9:00 PM",0,0,0,40,0,"Evening",0,0,5.5,5.6,5.5,5.3,4.4,5.6,2.7,38,45,2016,"Winter","II","KACI-467",1,0
"1368","Persuasive Presentations","Winter 2016","Van Camp, Karen","KACI-450-0 (91)","Winter 2016 Bid to Waitlist","KACI","Evanston","Mon 6:30 PM - 9:30 PM",0,0,0,36,0,"Full-Time",1,0,4.8,5,5.2,4.7,4.3,4.5,2.4,29,35,2016,"Winter","","KACI-450",1,0
"1369","Persuasive Presentations","Winter 2016","Van Camp, Karen","KACI-450-0 (92)","Winter 2016 Bid to Waitlist","KACI","Evanston","Tue 6:30 PM - 9:30 PM",0,0,0,36,0,"Full-Time",3,0,4.9,4.6,5,4.6,4.3,4.3,2.5,28,34,2016,"Winter","","KACI-450",1,0
"1370","Global Initiatives in Management (GIM)","Winter 2016","Lansberg-Rodriguez, Daniel","INTL-473-0 (84)","Winter 2016 Bidding Phase II","INTL","Evanston","Thu 6:30 PM - 9:30 PM",0,0,0,5,0,"Evening",0,0,4.6,5.5,4.3,4.5,5.8,5.1,2.7,11,28,2016,"Winter","II","INTL-473",1,0
"1371","Global Initiatives in Management (GIM)","Winter 2016","Seitz, Tasha","INTL-473-0 (89)","Winter 2016 Bid to Waitlist","INTL","Evanston","Non-Standard Meetings",0,0,0,5,0,"Evening",2,0,4.7,4.6,4.7,4.9,5.7,5.1,2.7,21,23,2016,"Winter","","INTL-473",1,0
"1372","Critical Issues in the Pharmaceutical, Biotech, and Medical Device Industries","Winter 2016","Hughes, Edward","HEMA-453-0 (81)","Winter 2016 Bidding Phase II","HEMA","Evanston","Wed 6:30 PM - 9:30 PM",0,0,0,10,0,"Evening",0,0,5,5.1,5.1,4.9,5,5.4,2.4,48,53,2016,"Winter","II","HEMA-453",1,0
"1373","Critical Issues in the Pharmaceutical, Biotech, and Medical Device Industries","Winter 2016","Hughes, Edward","HEMA-453-0 (81)","Winter 2016 Bidding Phase I","HEMA","Evanston","Wed 6:30 PM - 9:30 PM",40,0,47,55,40,"Full-Time",0,7,5,5.1,5.1,4.9,5,5.4,2.4,48,53,2016,"Winter","I","HEMA-453",1,0
"1374","Critical Issues in the Pharmaceutical, Biotech, and Medical Device Industries","Winter 2016","Hughes, Edward","HEMA-453-0 (81)","Winter 2016 Bidding Phase II","HEMA","Evanston","Wed 6:30 PM - 9:30 PM",8,0,10,55,8,"Full-Time",0,2,5,5.1,5.1,4.9,5,5.4,2.4,48,53,2016,"Winter","II","HEMA-453",1,0
"1375","Pharmaceutical Strategy","Winter 2016","Unknown","HEMA-931-5 (X61)","Winter 2016 Bidding Phase I","HEMA","Evanston",NA,6,0,62,62,6,"Full-Time",0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Winter","I","HEMA-931",0.5,NA
"1376","Pharmaceutical Strategy","Winter 2016","Unknown","HEMA-931-5 (X61)","Winter 2016 Bidding Phase II","HEMA","Evanston",NA,1,0,56,62,1,"Full-Time",0,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Winter","II","HEMA-931",0.5,NA
"1377","Global Initiatives in Management (GIM)","Winter 2016","Brick, Stephen","INTL-473-0 (80)","Winter 2016 Bidding Phase I","INTL","Evanston","Fri 1:30 PM - 4:30 PM",2,0,5,5,2,"Evening",0,3,4,4.4,4.6,4.4,5.6,5.4,2.6,5,9,2016,"Winter","I","INTL-473",1,0
"1378","Financial Modeling for Leveraged Buyout Transactions","Winter 2016","Saraiya, Chirag","FINC-940-5 (30)","Winter 2016 Bidding Phase II","FINC","Chicago","Mon 6:00 PM - 9:00 PM",0,0,0,10,0,"Full-Time",0,0,5.6,5.8,5.6,5.4,5.2,5.4,3.2,27,31,2016,"Winter","II","FINC-940",0.5,0
"1379","Macroeconomic Policy and Global Capital Markets","Winter 2016","Eberly, Janice","FINC-941-0 (61)","Winter 2016 Bidding Phase I","FINC","Evanston","Mon/Thu 1:30 PM - 3:00 PM",39,0,64,65,39,"Full-Time",0,25,4.7,5,4.9,4.8,5.6,5.4,2.8,41,53,2016,"Winter","I","FINC-941",1,0
"1380","Macroeconomic Policy and Global Capital Markets","Winter 2016","Eberly, Janice","FINC-941-0 (61)","Winter 2016 Bidding Phase II","FINC","Evanston","Mon/Thu 1:30 PM - 3:00 PM",17,0,26,65,17,"Full-Time",0,9,4.7,5,4.9,4.8,5.6,5.4,2.8,41,53,2016,"Winter","II","FINC-941",1,0
"1381","Macroeconomic Policy and Global Capital Markets","Winter 2016","Eberly, Janice","FINC-941-0 (62)","Winter 2016 Bidding Phase I","FINC","Evanston","Mon/Thu 3:30 PM - 5:00 PM",39,0,64,65,39,"Full-Time",0,25,4.9,5.1,5.2,5,5.5,5.5,2.8,35,36,2016,"Winter","I","FINC-941",1,0
"1382","Macroeconomic Policy and Global Capital Markets","Winter 2016","Eberly, Janice","FINC-941-0 (62)","Winter 2016 Bidding Phase II","FINC","Evanston","Mon/Thu 3:30 PM - 5:00 PM",8,0,26,65,8,"Full-Time",0,18,4.9,5.1,5.2,5,5.5,5.5,2.8,35,36,2016,"Winter","II","FINC-941",1,0
"1383","Global Entrepreneurial Finance","Winter 2016","Liberti, Jose Maria","FINC-945-0 (81)","Winter 2016 Bid to Waitlist","FINC","Evanston","Tue 6:30 PM - 9:30 PM",0,0,0,35,0,"Full-Time",2,0,5.8,5.9,6,6,6,6,5.8,39,42,2016,"Winter","","FINC-945",1,0
"1384","Global Entrepreneurial Finance","Winter 2016","Liberti, Jose Maria","FINC-945-0 (81)","Winter 2016 Bidding Phase II","FINC","Evanston","Tue 6:30 PM - 9:30 PM",0,0,0,35,0,"Full-Time",0,0,5.8,5.9,6,6,6,6,5.8,39,42,2016,"Winter","II","FINC-945",1,0
"1385","Impact Investing and Sustainable Finance","Winter 2016","Chen, David","FINC-946-0 (81)","Winter 2016 Bidding Phase I","FINC","Evanston","Tue 6:30 PM - 9:30 PM",25,0,52,55,25,"Full-Time",0,27,4.4,4.7,4.7,4.7,4.7,5,3,27,29,2016,"Winter","I","FINC-946",1,0
"1386","Impact Investing and Sustainable Finance","Winter 2016","Chen, David","FINC-946-0 (81)","Winter 2016 Bidding Phase II","FINC","Evanston","Tue 6:30 PM - 9:30 PM",6,0,29,55,6,"Full-Time",0,23,4.4,4.7,4.7,4.7,4.7,5,3,27,29,2016,"Winter","II","FINC-946",1,0
"1387","Empirical Methods in Finance","Winter 2016","Unknown","FINC-970-0 (X81)","Winter 2016 Bidding Phase I","FINC","Evanston",NA,1,0,40,40,1,"Full-Time",0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Winter","I","FINC-970",1,NA
"1388","Financial Decisions","Winter 2016","Thompson, Timothy","FINC-442-0 (76)","Winter 2016 Bidding Phase I","FINC","Chicago","Sat 1:30 PM - 4:30 PM",24,0,50,50,24,"Weekend",0,26,5.2,5.1,5.7,5.7,4.9,5.4,5,23,35,2016,"Winter","I","FINC-442",1,0
